district,crime_type,year,time_of_occurrence,date_of_occurrence,police_deployed
Bangalore,burglary,2022,07-05-2022 06:02,2022-05-06 12:00:00,15
Bangalore,firearm offense,2022,07-05-2022 01:32,2022-05-06 20:00:00,14
Bangalore,illegal possession,2022,06-05-2022 22:14,2022-05-06 21:00:00,13
Bangalore,vandalism,2022,07-05-2022 05:24,2022-05-06 23:00:00,13
Bangalore,domestic violence,2022,09-05-2022 03:14,2022-05-08 23:00:00,11
Bangalore,burglary,2022,10-05-2022 06:52,2022-05-10 01:00:00,8
Bangalore,sexual assault,2022,10-05-2022 22:42,2022-05-10 05:00:00,10
Bangalore,identity theft,2022,11-05-2022 16:11,2022-05-11 02:00:00,9
Bangalore,vehicle - stolen,2022,11-05-2022 16:49,2022-05-11 04:00:00,14
Bangalore,firearm offense,2022,11-05-2022 10:42,2022-05-11 05:00:00,13
Bangalore,assault,2022,12-05-2022 03:16,2022-05-11 13:00:00,18
Bangalore,robbery,2022,11-05-2022 21:13,2022-05-11 16:00:00,17
Bangalore,identity theft,2022,12-05-2022 20:55,2022-05-11 23:00:00,11
Bangalore,vehicle - stolen,2022,14-05-2022 06:11,2022-05-13 08:00:00,14
Bangalore,firearm offense,2022,14-05-2022 02:23,2022-05-13 10:00:00,5
Bangalore,shoplifting,2022,14-05-2022 21:54,2022-05-14 03:00:00,2
Bangalore,illegal possession,2022,15-05-2022 11:57,2022-05-14 22:00:00,16
Bangalore,domestic violence,2022,15-05-2022 20:07,2022-05-15 03:00:00,8
Bangalore,identity theft,2022,16-05-2022 09:20,2022-05-15 10:00:00,18
Bangalore,extortion,2022,15-05-2022 18:51,2022-05-15 16:00:00,11
Bangalore,sexual assault,2022,16-05-2022 05:08,2022-05-15 17:00:00,1
Bangalore,kidnapping,2022,16-05-2022 08:24,2022-05-15 23:00:00,4
Bangalore,burglary,2022,16-05-2022 06:38,2022-05-16 04:00:00,18
Bangalore,domestic violence,2022,16-05-2022 17:46,2022-05-16 10:00:00,13
Bangalore,illegal possession,2022,17-05-2022 07:23,2022-05-16 18:00:00,9
Bangalore,domestic violence,2022,19-05-2022 01:29,2022-05-19 01:00:00,6
Bangalore,identity theft,2022,20-05-2022 09:06,2022-05-19 20:00:00,8
Bangalore,kidnapping,2022,20-05-2022 19:46,2022-05-19 23:00:00,7
Bangalore,public intoxication,2022,21-05-2022 03:46,2022-05-20 20:00:00,3
Bangalore,robbery,2022,23-05-2022 11:57,2022-05-22 12:00:00,7
Bangalore,public intoxication,2022,23-05-2022 19:00,2022-05-23 03:00:00,11
Bangalore,illegal possession,2022,24-05-2022 14:22,2022-05-23 21:00:00,7
Bangalore,traffic violation,2022,25-05-2022 00:44,2022-05-24 04:00:00,3
Bangalore,traffic violation,2022,24-05-2022 20:40,2022-05-24 10:00:00,10
Bangalore,public intoxication,2022,25-05-2022 17:36,2022-05-25 00:00:00,5
Bangalore,homicide,2022,26-05-2022 04:55,2022-05-25 09:00:00,15
Bangalore,extortion,2022,26-05-2022 22:26,2022-05-26 04:00:00,1
Bangalore,fraud,2022,27-05-2022 08:33,2022-05-26 22:00:00,14
Bangalore,sexual assault,2022,27-05-2022 05:16,2022-05-26 23:00:00,2
Bangalore,assault,2022,28-05-2022 01:43,2022-05-27 13:00:00,8
Bangalore,traffic violation,2022,28-05-2022 04:35,2022-05-27 14:00:00,13
Bangalore,robbery,2022,29-05-2022 05:58,2022-05-28 15:00:00,3
Bangalore,drug offense,2022,29-05-2022 15:25,2022-05-28 17:00:00,15
Bangalore,public intoxication,2022,29-05-2022 17:43,2022-05-28 18:00:00,14
Bangalore,extortion,2022,30-05-2022 11:38,2022-05-29 15:00:00,11
Bangalore,kidnapping,2022,30-05-2022 06:20,2022-05-30 04:00:00,2
Bangalore,extortion,2022,31-05-2022 20:06,2022-05-31 03:00:00,7
Bangalore,identity theft,2022,01-06-2022 20:48,2022-05-31 23:00:00,19
Bangalore,arson,2022,01-06-2022 03:58,2022-06-01 00:00:00,15
Bangalore,sexual assault,2022,01-06-2022 03:30,2022-06-01 02:00:00,10
Bangalore,vehicle - stolen,2022,02-06-2022 05:39,2022-06-02 00:00:00,1
Bangalore,illegal possession,2022,03-06-2022 01:53,2022-06-02 07:00:00,7
Bangalore,assault,2022,03-06-2022 06:07,2022-06-02 19:00:00,12
Bangalore,kidnapping,2022,03-06-2022 05:15,2022-06-03 00:00:00,5
Bangalore,kidnapping,2022,04-06-2022 08:03,2022-06-03 11:00:00,12
Bangalore,extortion,2022,03-06-2022 19:31,2022-06-03 12:00:00,10
Bangalore,firearm offense,2022,04-06-2022 05:10,2022-06-04 00:00:00,11
Bangalore,public intoxication,2022,05-06-2022 04:23,2022-06-04 11:00:00,18
Bangalore,kidnapping,2022,04-06-2022 22:42,2022-06-04 17:00:00,12
Bangalore,assault,2022,05-06-2022 20:39,2022-06-05 13:00:00,2
Bangalore,vehicle - stolen,2022,06-06-2022 17:53,2022-06-05 23:00:00,16
Bangalore,robbery,2022,06-06-2022 20:29,2022-06-06 01:00:00,8
Bangalore,vehicle - stolen,2022,06-06-2022 11:26,2022-06-06 08:00:00,6
Bangalore,homicide,2022,07-06-2022 07:07,2022-06-06 19:00:00,11
Bangalore,public intoxication,2022,09-06-2022 09:43,2022-06-08 16:00:00,6
Bangalore,vandalism,2022,09-06-2022 14:29,2022-06-08 23:00:00,5
Bangalore,kidnapping,2022,09-06-2022 02:15,2022-06-09 02:00:00,4
Bangalore,firearm offense,2022,10-06-2022 23:24,2022-06-10 02:00:00,8
Bangalore,illegal possession,2022,12-06-2022 02:39,2022-06-11 18:00:00,16
Bangalore,vehicle - stolen,2022,12-06-2022 19:33,2022-06-12 04:00:00,11
Bangalore,counterfeiting,2022,12-06-2022 13:53,2022-06-12 08:00:00,7
Bangalore,fraud,2022,12-06-2022 21:41,2022-06-12 10:00:00,12
Bangalore,burglary,2022,13-06-2022 07:20,2022-06-12 11:00:00,1
Bangalore,arson,2022,13-06-2022 07:33,2022-06-12 13:00:00,7
Bangalore,drug offense,2022,14-06-2022 15:43,2022-06-14 08:00:00,19
Bangalore,drug offense,2022,15-06-2022 09:43,2022-06-14 17:00:00,12
Bangalore,assault,2022,15-06-2022 19:50,2022-06-15 09:00:00,5
Bangalore,assault,2022,16-06-2022 08:27,2022-06-15 10:00:00,17
Bangalore,extortion,2022,16-06-2022 20:56,2022-06-15 21:00:00,4
Bangalore,shoplifting,2022,17-06-2022 00:01,2022-06-16 04:00:00,15
Bangalore,cybercrime,2022,16-06-2022 22:18,2022-06-16 09:00:00,10
Bangalore,vehicle - stolen,2022,16-06-2022 17:51,2022-06-16 10:00:00,7
Bangalore,fraud,2022,17-06-2022 20:01,2022-06-16 22:00:00,17
Bangalore,cybercrime,2022,18-06-2022 07:59,2022-06-17 09:00:00,6
Bangalore,kidnapping,2022,18-06-2022 20:32,2022-06-17 23:00:00,6
Bangalore,public intoxication,2022,18-06-2022 08:32,2022-06-18 08:00:00,14
Bangalore,firearm offense,2022,19-06-2022 19:48,2022-06-18 22:00:00,8
Bangalore,identity theft,2022,19-06-2022 10:03,2022-06-19 02:00:00,15
Bangalore,firearm offense,2022,20-06-2022 10:26,2022-06-19 19:00:00,11
Bangalore,cybercrime,2022,20-06-2022 15:44,2022-06-19 20:00:00,18
Bangalore,drug offense,2022,20-06-2022 15:52,2022-06-19 22:00:00,2
Bangalore,extortion,2022,20-06-2022 18:51,2022-06-20 14:00:00,6
Bangalore,vehicle - stolen,2022,21-06-2022 07:01,2022-06-20 15:00:00,10
Bangalore,arson,2022,21-06-2022 07:22,2022-06-20 20:00:00,12
Bangalore,public intoxication,2022,22-06-2022 17:08,2022-06-22 04:00:00,5
Bangalore,domestic violence,2022,23-06-2022 01:24,2022-06-23 00:00:00,11
Bangalore,shoplifting,2022,23-06-2022 19:48,2022-06-23 02:00:00,8
Bangalore,cybercrime,2022,25-06-2022 11:13,2022-06-24 21:00:00,1
Bangalore,domestic violence,2022,25-06-2022 05:09,2022-06-25 05:00:00,15
Bangalore,assault,2022,25-06-2022 22:37,2022-06-25 12:00:00,3
Bangalore,assault,2022,25-06-2022 20:34,2022-06-25 14:00:00,18
Bangalore,drug offense,2022,26-06-2022 09:21,2022-06-25 16:00:00,5
Bangalore,public intoxication,2022,29-06-2022 09:10,2022-06-28 15:00:00,2
Bangalore,cybercrime,2022,30-06-2022 04:34,2022-06-29 10:00:00,18
Bangalore,public intoxication,2022,29-06-2022 17:42,2022-06-29 16:00:00,18
Bangalore,counterfeiting,2022,01-07-2022 15:17,2022-06-30 17:00:00,10
Bangalore,firearm offense,2022,01-07-2022 06:55,2022-06-30 20:00:00,16
Bangalore,public intoxication,2022,02-07-2022 08:10,2022-07-02 01:00:00,9
Bangalore,robbery,2022,03-07-2022 11:40,2022-07-02 19:00:00,4
Bangalore,extortion,2022,03-07-2022 03:18,2022-07-03 02:00:00,12
Bangalore,fraud,2022,03-07-2022 06:14,2022-07-03 05:00:00,18
Bangalore,arson,2022,04-07-2022 11:59,2022-07-03 13:00:00,18
Bangalore,traffic violation,2022,04-07-2022 14:37,2022-07-03 23:00:00,3
Bangalore,traffic violation,2022,04-07-2022 10:01,2022-07-04 09:00:00,19
Bangalore,assault,2022,04-07-2022 17:02,2022-07-04 10:00:00,2
Bangalore,firearm offense,2022,04-07-2022 18:15,2022-07-04 11:00:00,14
Bangalore,robbery,2022,04-07-2022 16:18,2022-07-04 14:00:00,13
Bangalore,homicide,2022,05-07-2022 01:01,2022-07-04 16:00:00,10
Bangalore,vandalism,2022,06-07-2022 04:57,2022-07-05 12:00:00,5
Bangalore,vehicle - stolen,2022,05-07-2022 15:45,2022-07-05 14:00:00,6
Bangalore,vehicle - stolen,2022,06-07-2022 10:59,2022-07-05 23:00:00,5
Bangalore,extortion,2022,06-07-2022 13:47,2022-07-06 02:00:00,3
Bangalore,counterfeiting,2022,07-07-2022 00:47,2022-07-06 09:00:00,5
Bangalore,counterfeiting,2022,07-07-2022 11:05,2022-07-06 15:00:00,14
Bangalore,kidnapping,2022,09-07-2022 22:02,2022-07-09 20:00:00,3
Bangalore,vandalism,2022,10-07-2022 20:40,2022-07-10 02:00:00,16
Bangalore,public intoxication,2022,11-07-2022 04:02,2022-07-10 13:00:00,15
Bangalore,illegal possession,2022,11-07-2022 11:34,2022-07-11 00:00:00,18
Bangalore,burglary,2022,12-07-2022 01:00,2022-07-11 02:00:00,13
Bangalore,counterfeiting,2022,12-07-2022 07:18,2022-07-11 14:00:00,19
Bangalore,kidnapping,2022,12-07-2022 09:50,2022-07-11 19:00:00,15
Bangalore,identity theft,2022,13-07-2022 10:48,2022-07-12 16:00:00,1
Bangalore,vandalism,2022,13-07-2022 12:48,2022-07-12 18:00:00,12
Bangalore,drug offense,2022,13-07-2022 17:09,2022-07-13 02:00:00,19
Bangalore,arson,2022,14-07-2022 04:55,2022-07-13 10:00:00,5
Bangalore,vandalism,2022,13-07-2022 21:16,2022-07-13 13:00:00,12
Bangalore,fraud,2022,14-07-2022 10:25,2022-07-13 21:00:00,16
Bangalore,sexual assault,2022,14-07-2022 14:40,2022-07-14 04:00:00,18
Bangalore,illegal possession,2022,14-07-2022 12:59,2022-07-14 12:00:00,17
Bangalore,vehicle - stolen,2022,15-07-2022 05:09,2022-07-15 03:00:00,11
Bangalore,assault,2022,15-07-2022 08:31,2022-07-15 08:00:00,8
Bangalore,robbery,2022,16-07-2022 13:53,2022-07-15 20:00:00,4
Bangalore,extortion,2022,16-07-2022 18:01,2022-07-16 01:00:00,19
Bangalore,shoplifting,2022,16-07-2022 21:32,2022-07-16 03:00:00,5
Bangalore,burglary,2022,17-07-2022 10:42,2022-07-16 23:00:00,2
Bangalore,extortion,2022,18-07-2022 23:46,2022-07-18 00:00:00,16
Bangalore,homicide,2022,18-07-2022 15:48,2022-07-18 03:00:00,18
Bangalore,illegal possession,2022,20-07-2022 14:13,2022-07-19 21:00:00,7
Bangalore,firearm offense,2022,20-07-2022 09:57,2022-07-20 04:00:00,11
Bangalore,extortion,2022,21-07-2022 09:49,2022-07-20 15:00:00,9
Bangalore,shoplifting,2022,21-07-2022 02:55,2022-07-21 00:00:00,7
Bangalore,sexual assault,2022,22-07-2022 11:28,2022-07-22 10:00:00,8
Bangalore,counterfeiting,2022,22-07-2022 22:47,2022-07-22 11:00:00,4
Bangalore,domestic violence,2022,23-07-2022 16:49,2022-07-23 11:00:00,19
Bangalore,identity theft,2022,24-07-2022 17:12,2022-07-23 21:00:00,8
Bangalore,domestic violence,2022,24-07-2022 13:42,2022-07-24 07:00:00,6
Bangalore,burglary,2022,25-07-2022 20:50,2022-07-25 10:00:00,15
Bangalore,illegal possession,2022,25-07-2022 19:46,2022-07-25 16:00:00,9
Bangalore,shoplifting,2022,26-07-2022 16:48,2022-07-25 17:00:00,17
Bangalore,cybercrime,2022,27-07-2022 00:47,2022-07-26 01:00:00,7
Bangalore,fraud,2022,26-07-2022 18:24,2022-07-26 14:00:00,18
Bangalore,identity theft,2022,27-07-2022 13:10,2022-07-26 15:00:00,2
Bangalore,vehicle - stolen,2022,28-07-2022 04:33,2022-07-27 11:00:00,4
Bangalore,illegal possession,2022,28-07-2022 06:02,2022-07-28 04:00:00,9
Bangalore,robbery,2022,29-07-2022 09:54,2022-07-28 11:00:00,16
Bangalore,burglary,2022,30-07-2022 05:01,2022-07-29 23:00:00,17
Bangalore,public intoxication,2022,30-07-2022 18:11,2022-07-30 04:00:00,7
Bangalore,illegal possession,2022,30-07-2022 20:58,2022-07-30 05:00:00,1
Bangalore,fraud,2022,01-08-2022 12:57,2022-07-31 20:00:00,2
Bangalore,sexual assault,2022,01-08-2022 06:00,2022-08-01 06:00:00,12
Bangalore,arson,2022,02-08-2022 05:26,2022-08-01 15:00:00,16
Bangalore,sexual assault,2022,03-08-2022 18:55,2022-08-03 02:00:00,11
Bangalore,arson,2022,04-08-2022 00:21,2022-08-03 06:00:00,2
Bangalore,traffic violation,2022,04-08-2022 13:58,2022-08-03 15:00:00,2
Bangalore,fraud,2022,04-08-2022 07:19,2022-08-03 17:00:00,6
Bangalore,arson,2022,05-08-2022 04:24,2022-08-04 10:00:00,5
Bangalore,homicide,2022,05-08-2022 19:51,2022-08-05 11:00:00,8
Bangalore,sexual assault,2022,05-08-2022 19:18,2022-08-05 14:00:00,6
Bangalore,assault,2022,06-08-2022 06:32,2022-08-05 18:00:00,12
Bangalore,extortion,2022,06-08-2022 23:26,2022-08-06 15:00:00,10
Bangalore,homicide,2022,07-08-2022 03:46,2022-08-06 21:00:00,18
Bangalore,firearm offense,2022,07-08-2022 05:33,2022-08-07 01:00:00,15
Bangalore,traffic violation,2022,10-08-2022 09:15,2022-08-09 10:00:00,10
Bangalore,arson,2022,09-08-2022 23:06,2022-08-09 13:00:00,15
Bangalore,homicide,2022,10-08-2022 05:53,2022-08-10 04:00:00,8
Bangalore,firearm offense,2022,11-08-2022 18:59,2022-08-10 23:00:00,19
Bangalore,robbery,2022,11-08-2022 20:18,2022-08-11 05:00:00,3
Bangalore,identity theft,2022,12-08-2022 01:51,2022-08-11 15:00:00,13
Bangalore,burglary,2022,12-08-2022 09:43,2022-08-11 23:00:00,14
Bangalore,fraud,2022,12-08-2022 20:16,2022-08-12 15:00:00,16
Bangalore,homicide,2022,13-08-2022 16:25,2022-08-13 12:00:00,3
Bangalore,firearm offense,2022,14-08-2022 06:33,2022-08-13 18:00:00,6
Bangalore,sexual assault,2022,14-08-2022 11:19,2022-08-14 00:00:00,8
Bangalore,kidnapping,2022,15-08-2022 09:06,2022-08-14 17:00:00,1
Bangalore,public intoxication,2022,15-08-2022 15:04,2022-08-14 19:00:00,1
Bangalore,vandalism,2022,15-08-2022 15:05,2022-08-14 20:00:00,12
Bangalore,shoplifting,2022,15-08-2022 17:21,2022-08-15 12:00:00,9
Bangalore,kidnapping,2022,16-08-2022 06:54,2022-08-15 14:00:00,3
Bangalore,burglary,2022,16-08-2022 11:48,2022-08-15 17:00:00,15
Bangalore,fraud,2022,16-08-2022 00:12,2022-08-16 00:00:00,17
Bangalore,vehicle - stolen,2022,16-08-2022 18:34,2022-08-16 06:00:00,15
Bangalore,cybercrime,2022,16-08-2022 20:07,2022-08-16 13:00:00,2
Bangalore,drug offense,2022,17-08-2022 19:59,2022-08-17 06:00:00,13
Bangalore,vandalism,2022,18-08-2022 05:12,2022-08-17 11:00:00,19
Bangalore,public intoxication,2022,17-08-2022 17:27,2022-08-17 17:00:00,2
Bangalore,illegal possession,2022,18-08-2022 18:37,2022-08-17 21:00:00,6
Bangalore,extortion,2022,18-08-2022 04:52,2022-08-17 22:00:00,8
Bangalore,illegal possession,2022,18-08-2022 16:35,2022-08-18 03:00:00,5
Bangalore,burglary,2022,18-08-2022 09:49,2022-08-18 04:00:00,14
Bangalore,public intoxication,2022,19-08-2022 15:12,2022-08-18 23:00:00,12
Bangalore,public intoxication,2022,19-08-2022 21:06,2022-08-19 17:00:00,10
Bangalore,sexual assault,2022,20-08-2022 23:04,2022-08-20 00:00:00,4
Bangalore,kidnapping,2022,21-08-2022 10:16,2022-08-20 16:00:00,15
Bangalore,fraud,2022,20-08-2022 20:36,2022-08-20 18:00:00,9
Bangalore,public intoxication,2022,22-08-2022 04:16,2022-08-21 18:00:00,3
Bangalore,vehicle - stolen,2022,22-08-2022 07:45,2022-08-21 22:00:00,16
Bangalore,traffic violation,2022,22-08-2022 10:33,2022-08-22 01:00:00,8
Bangalore,burglary,2022,23-08-2022 07:10,2022-08-22 10:00:00,10
Bangalore,vandalism,2022,23-08-2022 00:05,2022-08-22 11:00:00,11
Bangalore,shoplifting,2022,24-08-2022 09:27,2022-08-23 16:00:00,13
Bangalore,burglary,2022,24-08-2022 19:40,2022-08-24 05:00:00,12
Bangalore,public intoxication,2022,24-08-2022 18:00,2022-08-24 06:00:00,18
Bangalore,drug offense,2022,24-08-2022 10:35,2022-08-24 08:00:00,13
Bangalore,cybercrime,2022,24-08-2022 22:17,2022-08-24 13:00:00,13
Bangalore,drug offense,2022,25-08-2022 22:59,2022-08-25 10:00:00,9
Bangalore,counterfeiting,2022,25-08-2022 20:35,2022-08-25 17:00:00,7
Bangalore,assault,2022,26-08-2022 05:57,2022-08-25 18:00:00,5
Bangalore,vehicle - stolen,2022,26-08-2022 05:35,2022-08-26 03:00:00,13
Bangalore,firearm offense,2022,27-08-2022 02:51,2022-08-26 15:00:00,11
Bangalore,kidnapping,2022,28-08-2022 02:28,2022-08-27 14:00:00,15
Bangalore,assault,2022,28-08-2022 11:02,2022-08-27 15:00:00,16
Bangalore,fraud,2022,28-08-2022 01:01,2022-08-27 16:00:00,12
Bangalore,firearm offense,2022,27-08-2022 23:51,2022-08-27 21:00:00,16
Bangalore,vehicle - stolen,2022,30-08-2022 11:43,2022-08-29 18:00:00,18
Bangalore,homicide,2022,30-08-2022 17:18,2022-08-29 20:00:00,5
Bangalore,extortion,2022,30-08-2022 16:41,2022-08-30 04:00:00,19
Bangalore,counterfeiting,2022,31-08-2022 05:58,2022-08-30 17:00:00,2
Bangalore,burglary,2022,01-09-2022 11:46,2022-08-31 12:00:00,10
Bangalore,sexual assault,2022,01-09-2022 05:30,2022-08-31 18:00:00,6
Bangalore,drug offense,2022,01-09-2022 19:43,2022-09-01 03:00:00,13
Bangalore,sexual assault,2022,02-09-2022 14:38,2022-09-01 17:00:00,4
Bangalore,counterfeiting,2022,02-09-2022 09:16,2022-09-02 05:00:00,17
Bangalore,vandalism,2022,02-09-2022 17:11,2022-09-02 15:00:00,6
Bangalore,counterfeiting,2022,03-09-2022 14:15,2022-09-02 18:00:00,17
Bangalore,fraud,2022,03-09-2022 07:51,2022-09-03 01:00:00,11
Bangalore,assault,2022,03-09-2022 04:37,2022-09-03 04:00:00,13
Bangalore,sexual assault,2022,03-09-2022 13:56,2022-09-03 11:00:00,14
Bangalore,sexual assault,2022,04-09-2022 19:59,2022-09-04 01:00:00,1
Bangalore,firearm offense,2022,05-09-2022 04:46,2022-09-04 20:00:00,12
Bangalore,assault,2022,05-09-2022 23:49,2022-09-05 12:00:00,8
Bangalore,burglary,2022,06-09-2022 03:06,2022-09-05 17:00:00,11
Bangalore,traffic violation,2022,06-09-2022 07:26,2022-09-05 19:00:00,10
Bangalore,kidnapping,2022,06-09-2022 21:38,2022-09-06 00:00:00,10
Bangalore,drug offense,2022,06-09-2022 08:49,2022-09-06 07:00:00,14
Bangalore,traffic violation,2022,08-09-2022 22:07,2022-09-08 01:00:00,9
Bangalore,identity theft,2022,08-09-2022 17:03,2022-09-08 13:00:00,9
Bangalore,vehicle - stolen,2022,09-09-2022 13:42,2022-09-08 14:00:00,1
Bangalore,sexual assault,2022,08-09-2022 20:26,2022-09-08 17:00:00,10
Bangalore,arson,2022,10-09-2022 02:45,2022-09-09 04:00:00,5
Bangalore,drug offense,2022,12-09-2022 17:12,2022-09-11 21:00:00,5
Bangalore,kidnapping,2022,12-09-2022 06:45,2022-09-12 00:00:00,8
Bangalore,vandalism,2022,12-09-2022 21:50,2022-09-12 13:00:00,13
Bangalore,extortion,2022,13-09-2022 16:10,2022-09-13 12:00:00,7
Bangalore,shoplifting,2022,15-09-2022 11:21,2022-09-14 13:00:00,17
Bangalore,domestic violence,2022,16-09-2022 01:05,2022-09-15 02:00:00,19
Bangalore,vandalism,2022,16-09-2022 02:31,2022-09-15 21:00:00,16
Bangalore,counterfeiting,2022,17-09-2022 00:13,2022-09-16 03:00:00,14
Bangalore,illegal possession,2022,16-09-2022 17:25,2022-09-16 11:00:00,5
Bangalore,robbery,2022,17-09-2022 03:19,2022-09-16 21:00:00,15
Bangalore,homicide,2022,19-09-2022 12:08,2022-09-18 20:00:00,3
Bangalore,traffic violation,2022,19-09-2022 09:30,2022-09-19 02:00:00,10
Bangalore,kidnapping,2022,19-09-2022 10:16,2022-09-19 04:00:00,17
Bangalore,vehicle - stolen,2022,19-09-2022 22:34,2022-09-19 07:00:00,12
Bangalore,cybercrime,2022,20-09-2022 10:22,2022-09-19 19:00:00,2
Bangalore,firearm offense,2022,21-09-2022 22:25,2022-09-21 17:00:00,12
Bangalore,firearm offense,2022,22-09-2022 02:20,2022-09-21 23:00:00,14
Bangalore,homicide,2022,22-09-2022 20:27,2022-09-22 13:00:00,14
Bangalore,arson,2022,22-09-2022 16:22,2022-09-22 14:00:00,1
Bangalore,cybercrime,2022,24-09-2022 02:39,2022-09-23 11:00:00,15
Bangalore,shoplifting,2022,24-09-2022 01:03,2022-09-23 17:00:00,19
Bangalore,firearm offense,2022,25-09-2022 01:53,2022-09-24 05:00:00,15
Bangalore,arson,2022,26-09-2022 01:28,2022-09-25 14:00:00,18
Bangalore,arson,2022,27-09-2022 20:25,2022-09-26 22:00:00,8
Bangalore,arson,2022,28-09-2022 01:00,2022-09-27 12:00:00,2
Bangalore,firearm offense,2022,27-09-2022 16:36,2022-09-27 13:00:00,19
Bangalore,homicide,2022,28-09-2022 13:35,2022-09-27 18:00:00,18
Bangalore,fraud,2022,27-09-2022 20:52,2022-09-27 19:00:00,8
Bangalore,firearm offense,2022,28-09-2022 16:02,2022-09-28 11:00:00,11
Bangalore,illegal possession,2022,29-09-2022 11:46,2022-09-28 23:00:00,10
Bangalore,identity theft,2022,29-09-2022 08:25,2022-09-29 01:00:00,6
Bangalore,sexual assault,2022,30-09-2022 04:11,2022-09-30 01:00:00,18
Bangalore,vandalism,2022,30-09-2022 17:10,2022-09-30 02:00:00,9
Bangalore,vandalism,2022,30-09-2022 13:00,2022-09-30 03:00:00,19
Bangalore,homicide,2022,30-09-2022 19:25,2022-09-30 15:00:00,4
Bangalore,burglary,2022,30-09-2022 19:13,2022-09-30 16:00:00,17
Bangalore,sexual assault,2022,02-10-2022 02:01,2022-10-01 09:00:00,6
Bangalore,domestic violence,2022,01-10-2022 22:21,2022-10-01 18:00:00,18
Bangalore,assault,2022,02-10-2022 10:24,2022-10-01 19:00:00,9
Bangalore,vehicle - stolen,2022,02-10-2022 00:31,2022-10-01 21:00:00,5
Bangalore,firearm offense,2022,02-10-2022 16:16,2022-10-02 01:00:00,5
Bangalore,firearm offense,2022,02-10-2022 20:08,2022-10-02 05:00:00,11
Bangalore,sexual assault,2022,02-10-2022 12:58,2022-10-02 12:00:00,11
Bangalore,sexual assault,2022,03-10-2022 17:57,2022-10-02 23:00:00,14
Bangalore,illegal possession,2022,03-10-2022 08:12,2022-10-03 05:00:00,4
Bangalore,arson,2022,03-10-2022 15:20,2022-10-03 15:00:00,9
Bangalore,drug offense,2022,04-10-2022 08:29,2022-10-03 17:00:00,14
Bangalore,illegal possession,2022,04-10-2022 20:52,2022-10-03 23:00:00,18
Bangalore,traffic violation,2022,05-10-2022 13:04,2022-10-05 03:00:00,18
Bangalore,traffic violation,2022,07-10-2022 04:24,2022-10-07 04:00:00,19
Bangalore,homicide,2022,08-10-2022 19:19,2022-10-08 04:00:00,4
Bangalore,identity theft,2022,08-10-2022 23:18,2022-10-08 12:00:00,16
Bangalore,extortion,2022,09-10-2022 16:02,2022-10-08 21:00:00,4
Bangalore,counterfeiting,2022,09-10-2022 11:20,2022-10-09 11:00:00,13
Bangalore,illegal possession,2022,10-10-2022 01:38,2022-10-09 17:00:00,6
Bangalore,sexual assault,2022,10-10-2022 18:49,2022-10-10 13:00:00,18
Bangalore,drug offense,2022,11-10-2022 09:10,2022-10-10 17:00:00,4
Bangalore,counterfeiting,2022,10-10-2022 19:41,2022-10-10 18:00:00,3
Bangalore,fraud,2022,11-10-2022 11:25,2022-10-11 02:00:00,9
Bangalore,sexual assault,2022,11-10-2022 16:24,2022-10-11 09:00:00,9
Bangalore,public intoxication,2022,12-10-2022 04:40,2022-10-11 17:00:00,10
Bangalore,cybercrime,2022,12-10-2022 14:20,2022-10-12 04:00:00,2
Bangalore,counterfeiting,2022,13-10-2022 16:26,2022-10-12 23:00:00,12
Bangalore,public intoxication,2022,13-10-2022 19:35,2022-10-13 16:00:00,3
Bangalore,extortion,2022,14-10-2022 18:49,2022-10-14 02:00:00,14
Bangalore,firearm offense,2022,15-10-2022 05:18,2022-10-14 15:00:00,12
Bangalore,arson,2022,15-10-2022 16:48,2022-10-15 11:00:00,17
Bangalore,burglary,2022,16-10-2022 08:56,2022-10-15 18:00:00,15
Bangalore,sexual assault,2022,17-10-2022 08:10,2022-10-16 12:00:00,6
Bangalore,shoplifting,2022,18-10-2022 13:10,2022-10-17 18:00:00,10
Bangalore,firearm offense,2022,18-10-2022 09:23,2022-10-18 04:00:00,11
Bangalore,illegal possession,2022,19-10-2022 03:47,2022-10-18 09:00:00,16
Bangalore,counterfeiting,2022,18-10-2022 10:35,2022-10-18 10:00:00,19
Bangalore,extortion,2022,19-10-2022 09:08,2022-10-18 23:00:00,1
Bangalore,domestic violence,2022,20-10-2022 06:25,2022-10-19 16:00:00,6
Bangalore,firearm offense,2022,21-10-2022 09:25,2022-10-20 10:00:00,5
Bangalore,domestic violence,2022,20-10-2022 23:10,2022-10-20 18:00:00,5
Bangalore,kidnapping,2022,22-10-2022 06:53,2022-10-21 10:00:00,16
Bangalore,shoplifting,2022,23-10-2022 11:01,2022-10-22 18:00:00,17
Bangalore,burglary,2022,23-10-2022 20:01,2022-10-23 17:00:00,9
Bangalore,robbery,2022,24-10-2022 16:42,2022-10-23 21:00:00,16
Bangalore,homicide,2022,24-10-2022 15:26,2022-10-24 03:00:00,10
Bangalore,kidnapping,2022,25-10-2022 11:08,2022-10-24 20:00:00,13
Bangalore,assault,2022,25-10-2022 19:11,2022-10-25 07:00:00,7
Bangalore,burglary,2022,26-10-2022 17:18,2022-10-26 04:00:00,17
Bangalore,kidnapping,2022,26-10-2022 23:55,2022-10-26 06:00:00,6
Bangalore,kidnapping,2022,26-10-2022 09:02,2022-10-26 08:00:00,10
